Event Year,Event Month,Event Year-Quarter,Township,State/Region,Township pcode,Channel,Program,Indicator Name,consultation
2018,2018-02,2018-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,6
2018,2018-02,2018-Q1,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,5
2018,2018-02,2018-Q1,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,5
2018,2018-02,2018-Q1,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,2
2018,2018-02,2018-Q1,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,3
2018,2018-02,2018-Q1,Insein,Yangon,MMR013001,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Mayangone,Yangon,MMR013042,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,2
2018,2018-02,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,5
2018,2018-02,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,6
2018,2018-02,2018-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,HIV positive cases ,4
2018,2018-02,2018-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,5
2018,2018-02,2018-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,4
2018,2018-02,2018-Q1,Thaketa,Yangon,MMR013013,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-02,2018-Q1,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Nyaungdon,Ayeyarwady,MMR017021,SQH,HIV,HIV positive cases ,5
2018,2018-03,2018-Q1,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,4
2018,2018-03,2018-Q1,Taungoo,Bago (East),MMR007009,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Mohnyin,Kachin,MMR001007,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Pwintbyu,Magway,MMR009008,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,3
2018,2018-03,2018-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,Tatkon,Nay Pyi Taw,MMR018003,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,HIV positive cases ,4
2018,2018-03,2018-Q1,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,8
2018,2018-03,2018-Q1,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Kawhmu,Yangon,MMR013028,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Kayan,Yangon,MMR013026,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Mayangone,Yangon,MMR013042,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,7
2018,2018-03,2018-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,3
2018,2018-03,2018-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,Taikkyi,Yangon,MMR013005,SQH,HIV,HIV positive cases ,2
2018,2018-03,2018-Q1,Thaketa,Yangon,MMR013013,SQH,HIV,HIV positive cases ,1
2018,2018-03,2018-Q1,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,Wakema,Ayeyarwady,MMR017017,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Kawa,Bago (East),MMR007003,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,Oktwin,Bago (East),MMR007013,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Bhamo,Kachin,MMR001010,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,4
2018,2018-04,2018-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Myittha,Mandalay,MMR010015,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,3
2018,2018-04,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,4
2018,2018-04,2018-Q2,Hlaingtharya,Yangon,MMR013008,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Kamaryut,Yangon,MMR013041,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,Kayan,Yangon,MMR013026,SQH,HIV,HIV positive cases ,3
2018,2018-04,2018-Q2,Mayangone,Yangon,MMR013042,SQH,HIV,HIV positive cases ,3
2018,2018-04,2018-Q2,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,4
2018,2018-04,2018-Q2,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,3
2018,2018-04,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,8
2018,2018-04,2018-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,HIV positive cases ,2
2018,2018-04,2018-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,1
2018,2018-04,2018-Q2,Taikkyi,Yangon,MMR013005,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Ingapu,Ayeyarwady,MMR017013,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Mogaung,Kachin,MMR001008,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,5
2018,2018-05,2018-Q2,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,3
2018,2018-05,2018-Q2,Nyaung-U,Mandalay,MMR010022,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Kale,Sagaing,MMR005027,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,3
2018,2018-05,2018-Q2,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,6
2018,2018-05,2018-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,2
2018,2018-05,2018-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,4
2018,2018-05,2018-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Mayangone,Yangon,MMR013042,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,4
2018,2018-05,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,3
2018,2018-05,2018-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,HIV positive cases ,3
2018,2018-05,2018-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Tamwe,Yangon,MMR013015,SQH,HIV,HIV positive cases ,1
2018,2018-05,2018-Q2,Thaketa,Yangon,MMR013013,SQH,HIV,HIV positive cases ,4
2018,2018-05,2018-Q2,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Bogale,Ayeyarwady,MMR017024,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Nyaungdon,Ayeyarwady,MMR017021,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Pathein,Ayeyarwady,MMR017001,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Wakema,Ayeyarwady,MMR017017,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,3
2018,2018-06,2018-Q2,Kawa,Bago (East),MMR007003,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Bhamo,Kachin,MMR001010,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,3
2018,2018-06,2018-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,6
2018,2018-06,2018-Q2,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,4
2018,2018-06,2018-Q2,Pyinmana,Nay Pyi Taw,MMR018006,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,7
2018,2018-06,2018-Q2,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Lashio,Shan (North),MMR015001,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,3
2018,2018-06,2018-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,3
2018,2018-06,2018-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Insein,Yangon,MMR013001,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,2
2018,2018-06,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,5
2018,2018-06,2018-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,5
2018,2018-06,2018-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Taikkyi,Yangon,MMR013005,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-06,2018-Q2,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,3
2018,2018-07,2018-Q3,Ingapu,Ayeyarwady,MMR017013,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Nyaungdon,Ayeyarwady,MMR017021,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,4
2018,2018-07,2018-Q3,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,4
2018,2018-07,2018-Q3,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Bilin,Mon,MMR011010,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Kale,Sagaing,MMR005027,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Monywa,Sagaing,MMR005012,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Bahan,Yangon,MMR013044,SQH,HIV,HIV positive cases ,6
2018,2018-07,2018-Q3,Dagon Myothit (North),Yangon,MMR013019,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Hlegu,Yangon,MMR013004,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Kayan,Yangon,MMR013026,SQH,HIV,HIV positive cases ,3
2018,2018-07,2018-Q3,Mayangone,Yangon,MMR013042,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Mingaladon,Yangon,MMR013002,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,South Okkalapa,Yangon,MMR013011,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Taikkyi,Yangon,MMR013005,SQH,HIV,HIV positive cases ,4
2018,2018-07,2018-Q3,Taikkyi,Yangon,MMR013005,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Thaketa,Yangon,MMR013013,SQH,HIV,HIV positive cases ,6
2018,2018-07,2018-Q3,Thanlyin,Yangon,MMR013023,SQH,HIV,HIV positive cases ,1
2018,2018-07,2018-Q3,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,2
2018,2018-07,2018-Q3,Thingangyun,Yangon,MMR013009,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Hinthada,Ayeyarwady,MMR017008,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Nyaungdon,Ayeyarwady,MMR017021,SQH,HIV,HIV positive cases ,4
2018,2018-08,2018-Q3,Pathein,Ayeyarwady,MMR017001,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Bago,Bago (East),MMR007001,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Yenangyaung,Magway,MMR009002,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Amarapura,Mandalay,MMR010006,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,9
2018,2018-08,2018-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Myingyan,Mandalay,MMR010017,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,HIV positive cases ,4
2018,2018-08,2018-Q3,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Singu,Mandalay,MMR010010,SQH,HIV,HIV positive cases ,1
2018,2018-08,2018-Q3,Sagaing,Sagaing,MMR005001,SQH,HIV,HIV positive cases ,2
2018,2018-08,2018-Q3,Shwebo,Sagaing,MMR005004,SQH,HIV,HIV positive cases ,2
