Year,Year-Month,Year-Quarter,State/Region,Township,Township pcode,Channel,Indicator Name,Total,Program
2022,2022-01,2022-Q1,Tanintharyi,Dawei,MMR006001,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Dawei,MMR006001,PO,Total Tested,105,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Dawei,MMR006001,PO,Total Tested,27,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,10,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,174,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,52,Malaria
2022,2022-01,2022-Q1,Tanintharyi,Tanintharyi,MMR006008,PO,Total Tested,1,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Hinthada,MMR017008,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Hinthada,MMR017008,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Hinthada,MMR017008,SQH,Total Tested,4,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Hinthada,MMR017008,SQH,Total Tested,4,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Ingapu,MMR017013,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Kangyidaunt,MMR017002,SQH,Total Tested,1,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Kyangin,MMR017012,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Labutta,MMR017016,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Labutta,MMR017016,SQH,Total Tested,3,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Labutta,MMR017016,SQH,Total Tested,2,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Myaungmya,MMR017014,SQH,Total Tested,4,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Pathein,MMR017001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Pathein,MMR017001,SQH,Total Tested,11,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Pyapon,MMR017023,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Pyapon,MMR017023,SQH,Total Tested,2,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Wakema,MMR017017,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Wakema,MMR017017,SQH,Total Tested,43,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Yegyi,MMR017006,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Yegyi,MMR017006,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Yegyi,MMR017006,SQH,Total Tested,3,Malaria
2022,2022-01,2022-Q1,Ayeyarwady,Zalun,MMR017009,SQH,Total Tested,14,Malaria
2022,2022-01,2022-Q1,Bago (East),Bago,MMR007001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Bago,MMR007001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Bago,MMR007001,SQH,Total Tested,95,Malaria
2022,2022-01,2022-Q1,Bago (East),Bago,MMR007001,SQH,Total Tested,22,Malaria
2022,2022-01,2022-Q1,Bago (East),Daik-U,MMR007007,SQH,Total Tested,26,Malaria
2022,2022-01,2022-Q1,Bago (East),Htantabin,MMR007014,SQH,Total Tested,21,Malaria
2022,2022-01,2022-Q1,Bago (East),Kyauktaga,MMR007006,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Kyauktaga,MMR007006,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Nyaunglebin,MMR007005,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Nyaunglebin,MMR007005,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Nyaunglebin,MMR007005,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Nyaunglebin,MMR007005,SQH,Total Tested,9,Malaria
2022,2022-01,2022-Q1,Bago (East),Oktwin,MMR007013,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Oktwin,MMR007013,SQH,Total Tested,11,Malaria
2022,2022-01,2022-Q1,Bago (East),Taungoo,MMR007009,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Taungoo,MMR007009,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Taungoo,MMR007009,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Taungoo,MMR007009,SQH,Total Tested,52,Malaria
2022,2022-01,2022-Q1,Bago (East),Thanatpin,MMR007002,SQH,Total Tested,30,Malaria
2022,2022-01,2022-Q1,Bago (East),Waw,MMR007004,SQH,Total Tested,50,Malaria
2022,2022-01,2022-Q1,Bago (East),Yedashe,MMR007010,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Yedashe,MMR007010,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (East),Yedashe,MMR007010,SQH,Total Tested,17,Malaria
2022,2022-01,2022-Q1,Bago (West),Letpadan,MMR008008,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Letpadan,MMR008008,SQH,Total Tested,3,Malaria
2022,2022-01,2022-Q1,Bago (West),Minhla,MMR008009,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Minhla,MMR008009,SQH,Total Tested,6,Malaria
2022,2022-01,2022-Q1,Bago (West),Monyo,MMR008013,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Okpho,MMR008010,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Padaung,MMR008003,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Padaung,MMR008003,SQH,Total Tested,2,Malaria
2022,2022-01,2022-Q1,Bago (West),Paungde,MMR008004,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Paungde,MMR008004,SQH,Total Tested,16,Malaria
2022,2022-01,2022-Q1,Bago (West),Pyay,MMR008001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Pyay,MMR008001,SQH,Total Tested,3,Malaria
2022,2022-01,2022-Q1,Bago (West),Shwedaung,MMR008006,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Bago (West),Thayarwady,MMR008007,SQH,Total Tested,25,Malaria
2022,2022-01,2022-Q1,Chin,Tedim,MMR004004,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Chin,Tedim,MMR004004,SQH,Total Tested,53,Malaria
2022,2022-01,2022-Q1,Kachin,Mogaung,MMR001008,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Mogaung,MMR001008,SQH,Total Tested,1,Malaria
2022,2022-01,2022-Q1,Kachin,Mohnyin,MMR001007,SQH,Total Tested,23,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,42,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,24,Malaria
2022,2022-01,2022-Q1,Kachin,Myitkyina,MMR001001,SQH,Total Tested,3,Malaria
2022,2022-01,2022-Q1,Kachin,Shwegu,MMR001011,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Shwegu,MMR001011,SQH,Total Tested,29,Malaria
2022,2022-01,2022-Q1,Kachin,Waingmaw,MMR001002,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kachin,Waingmaw,MMR001002,SQH,Total Tested,4,Malaria
2022,2022-01,2022-Q1,Kayin,Hlaingbwe,MMR003002,SQH,Total Tested,38,Malaria
2022,2022-01,2022-Q1,Kayin,Hpa-An,MMR003001,SQH,Total Tested,18,Malaria
2022,2022-01,2022-Q1,Kayin,Kawkareik,MMR003006,SQH,Total Tested,1,Malaria
2022,2022-01,2022-Q1,Kayin,Myawaddy,MMR003005,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Kayin,Myawaddy,MMR003005,SQH,Total Tested,53,Malaria
2022,2022-01,2022-Q1,Kayin,Myawaddy,MMR003005,SQH,Total Tested,1,Malaria
2022,2022-01,2022-Q1,Magway,Aunglan,MMR009016,SQH,Total Tested,0,Malaria
2022,2022-01,2022-Q1,Magway,Aunglan,MMR009016,SQH,Total Tested,13,Malaria
2022,2022-01,2022-Q1,Magway,Chauk,MMR009003,SQH,Total Tested,0,Malaria
